trip_id,stop_id,stop_sequence,departure_time,arrival_time,timepoint
CBUS_202305166,T2,3,16:08:00,16:08:00,0
CBUS_202305167,T3,1,15:59:00,15:59:00,0
CBUS_202305167,T1,2,16:07:00,16:07:00,0
CBUS_202305167,T2,3,16:12:00,16:12:00,0
CBUS_202305168,T3,1,16:03:00,16:03:00,0
CBUS_202305168,T1,2,16:11:00,16:11:00,0
CBUS_202305168,T2,3,16:16:00,16:16:00,0
CBUS_202305169,T3,1,16:07:00,16:07:00,0
CBUS_202305169,T1,2,16:15:00,16:15:00,0
CBUS_202305169,T2,3,16:20:00,16:20:00,0
CBUS_202305170,T3,1,16:11:00,16:11:00,0
CBUS_202305170,T1,2,16:19:00,16:19:00,0
CBUS_202305170,T2,3,16:24:00,16:24:00,0
CBUS_202305171,T3,1,16:15:00,16:15:00,0
CBUS_202305171,T1,2,16:23:00,16:23:00,0
CBUS_202305171,T2,3,16:28:00,16:28:00,0
CBUS_202305172,T3,1,16:19:00,16:19:00,0
CBUS_202305172,T1,2,16:27:00,16:27:00,0
CBUS_202305172,T2,3,16:32:00,16:32:00,0
CBUS_202305173,T3,1,16:23:00,16:23:00,0
CBUS_202305173,T1,2,16:31:00,16:31:00,0
CBUS_202305173,T2,3,16:36:00,16:36:00,0
CBUS_202305174,T3,1,16:27:00,16:27:00,0
CBUS_202305174,T1,2,16:35:00,16:35:00,0
CBUS_202305174,T2,3,16:40:00,16:40:00,0
CBUS_202305175,T3,1,16:31:00,16:31:00,0
CBUS_202305175,T1,2,16:39:00,16:39:00,0
CBUS_202305175,T2,3,16:44:00,16:44:00,0
CBUS_202305176,T3,1,16:35:00,16:35:00,0
CBUS_202305176,T1,2,16:43:00,16:43:00,0
CBUS_202305176,T2,3,16:48:00,16:48:00,0
CBUS_202305177,T3,1,16:39:00,16:39:00,0
CBUS_202305177,T1,2,16:47:00,16:47:00,0
CBUS_202305177,T2,3,16:52:00,16:52:00,0
CBUS_202305178,T3,1,16:43:00,16:43:00,0
CBUS_202305178,T1,2,16:51:00,16:51:00,0
CBUS_202305178,T2,3,16:56:00,16:56:00,0
CBUS_202305179,T3,1,16:47:00,16:47:00,0
CBUS_202305179,T1,2,16:55:00,16:55:00,0
CBUS_202305179,T2,3,17:00:00,17:00:00,0
CBUS_202305180,T3,1,16:51:00,16:51:00,0
CBUS_202305180,T1,2,16:59:00,16:59:00,0
CBUS_202305180,T2,3,17:04:00,17:04:00,0
CBUS_202305181,T3,1,16:55:00,16:55:00,0
CBUS_202305181,T1,2,17:03:00,17:03:00,0
CBUS_202305181,T2,3,17:08:00,17:08:00,0
CBUS_202305182,T3,1,16:59:00,16:59:00,0
CBUS_202305182,T1,2,17:07:00,17:07:00,0
CBUS_202305182,T2,3,17:12:00,17:12:00,0
CBUS_202305183,T3,1,17:03:00,17:03:00,0
CBUS_202305183,T1,2,17:11:00,17:11:00,0
CBUS_202305183,T2,3,17:16:00,17:16:00,0
CBUS_202305184,T3,1,17:07:00,17:07:00,0
CBUS_202305184,T1,2,17:15:00,17:15:00,0
CBUS_202305184,T2,3,17:20:00,17:20:00,0
CBUS_202305185,T3,1,17:11:00,17:11:00,0
CBUS_202305185,T1,2,17:19:00,17:19:00,0
CBUS_202305185,T2,3,17:24:00,17:24:00,0
CBUS_202305186,T3,1,17:15:00,17:15:00,0
CBUS_202305186,T1,2,17:23:00,17:23:00,0
CBUS_202305186,T2,3,17:28:00,17:28:00,0
CBUS_202305187,T3,1,17:19:00,17:19:00,0
CBUS_202305187,T1,2,17:27:00,17:27:00,0
CBUS_202305187,T2,3,17:32:00,17:32:00,0
CBUS_202305188,T3,1,17:23:00,17:23:00,0
CBUS_202305188,T1,2,17:31:00,17:31:00,0
CBUS_202305188,T2,3,17:36:00,17:36:00,0
CBUS_202305189,T3,1,17:27:00,17:27:00,0
CBUS_202305189,T1,2,17:35:00,17:35:00,0
CBUS_202305189,T2,3,17:40:00,17:40:00,0
CBUS_202305190,T3,1,17:31:00,17:31:00,0
CBUS_202305190,T1,2,17:39:00,17:39:00,0
CBUS_202305190,T2,3,17:44:00,17:44:00,0
CBUS_202305191,T3,1,17:35:00,17:35:00,0
CBUS_202305191,T1,2,17:43:00,17:43:00,0
CBUS_202305191,T2,3,17:48:00,17:48:00,0
CBUS_202305192,T3,1,17:39:00,17:39:00,0
CBUS_202305192,T1,2,17:47:00,17:47:00,0
CBUS_202305192,T2,3,17:52:00,17:52:00,0
CBUS_202305193,T3,1,17:43:00,17:43:00,0
CBUS_202305193,T1,2,17:51:00,17:51:00,0
CBUS_202305193,T2,3,17:56:00,17:56:00,0
CBUS_202305194,T3,1,17:47:00,17:47:00,0
CBUS_202305194,T1,2,17:55:00,17:55:00,0
CBUS_202305194,T2,3,18:00:00,18:00:00,0
CBUS_202305195,T3,1,17:51:00,17:51:00,0
CBUS_202305195,T1,2,17:59:00,17:59:00,0
CBUS_202305195,T2,3,18:04:00,18:04:00,0
CBUS_202305196,T3,1,17:55:00,17:55:00,0
CBUS_202305196,T1,2,18:03:00,18:03:00,0
CBUS_202305196,T2,3,18:08:00,18:08:00,0
CBUS_202305197,T3,1,17:59:00,17:59:00,0
CBUS_202305197,T1,2,18:07:00,18:07:00,0
CBUS_202305197,T2,3,18:12:00,18:12:00,0
CBUS_202305198,T3,1,18:03:00,18:03:00,0
CBUS_202305198,T1,2,18:11:00,18:11:00,0
CBUS_202305198,T2,3,18:16:00,18:16:00,0
CBUS_202305199,T3,1,18:07:00,18:07:00,0
CBUS_202305199,T1,2,18:15:00,18:15:00,0
CBUS_202305199,T2,3,18:20:00,18:20:00,0
CBUS_202305200,T3,1,18:11:00,18:11:00,0
CBUS_202305200,T1,2,18:19:00,18:19:00,0
CBUS_202305200,T2,3,18:24:00,18:24:00,0
CBUS_202305201,T3,1,18:15:00,18:15:00,0
CBUS_202305201,T1,2,18:23:00,18:23:00,0
CBUS_202305201,T2,3,18:28:00,18:28:00,0
CBUS_202305202,T3,1,18:19:00,18:19:00,0
CBUS_202305202,T1,2,18:27:00,18:27:00,0
CBUS_202305202,T2,3,18:32:00,18:32:00,0
CBUS_202305203,T3,1,18:23:00,18:23:00,0
CBUS_202305203,T1,2,18:31:00,18:31:00,0
CBUS_202305203,T2,3,18:36:00,18:36:00,0
CBUS_202305204,T3,1,18:27:00,18:27:00,0
CBUS_202305204,T1,2,18:35:00,18:35:00,0
CBUS_202305204,T2,3,18:40:00,18:40:00,0
CBUS_202305205,T3,1,18:31:00,18:31:00,0
CBUS_202305205,T1,2,18:39:00,18:39:00,0
CBUS_202305205,T2,3,18:44:00,18:44:00,0
CBUS_202305206,T3,1,18:35:00,18:35:00,0
CBUS_202305206,T1,2,18:43:00,18:43:00,0
CBUS_202305206,T2,3,18:48:00,18:48:00,0
CBUS_202305207,T3,1,18:39:00,18:39:00,0
CBUS_202305207,T1,2,18:47:00,18:47:00,0
CBUS_202305207,T2,3,18:52:00,18:52:00,0
CBUS_202305208,T3,1,18:43:00,18:43:00,0
CBUS_202305208,T1,2,18:51:00,18:51:00,0
CBUS_202305208,T2,3,18:56:00,18:56:00,0
CBUS_202305209,T3,1,18:47:00,18:47:00,0
CBUS_202305209,T1,2,18:55:00,18:55:00,0
CBUS_202305209,T2,3,19:00:00,19:00:00,0
CBUS_202305210,T3,1,18:51:00,18:51:00,0
CBUS_202305210,T1,2,18:59:00,18:59:00,0
CBUS_202305210,T2,3,19:04:00,19:04:00,0
CBUS_202305211,T3,1,18:55:00,18:55:00,0
CBUS_202305211,T1,2,19:03:00,19:03:00,0
CBUS_202305211,T2,3,19:08:00,19:08:00,0
CBUS_202305212,T3,1,18:59:00,18:59:00,0
CBUS_202305212,T1,2,19:07:00,19:07:00,0
CBUS_202305212,T2,3,19:12:00,19:12:00,0
CBUS_202305213,T3,1,19:03:00,19:03:00,0
CBUS_202305213,T1,2,19:11:00,19:11:00,0
CBUS_202305213,T2,3,19:16:00,19:16:00,0
CBUS_202305214,T3,1,19:07:00,19:07:00,0
CBUS_202305214,T1,2,19:15:00,19:15:00,0
CBUS_202305214,T2,3,19:20:00,19:20:00,0
CBUS_202305215,T3,1,19:11:00,19:11:00,0
CBUS_202305215,T1,2,19:19:00,19:19:00,0
CBUS_202305215,T2,3,19:24:00,19:24:00,0
CBUS_202305216,T3,1,19:15:00,19:15:00,0
CBUS_202305216,T1,2,19:23:00,19:23:00,0
CBUS_202305216,T2,3,19:28:00,19:28:00,0
CBUS_202305217,T3,1,19:19:00,19:19:00,0
CBUS_202305217,T1,2,19:27:00,19:27:00,0
CBUS_202305217,T2,3,19:32:00,19:32:00,0
CBUS_202305218,T3,1,19:23:00,19:23:00,0
CBUS_202305218,T1,2,19:31:00,19:31:00,0
CBUS_202305218,T2,3,19:36:00,19:36:00,0
CBUS_202305219,T3,1,19:27:00,19:27:00,0
CBUS_202305219,T1,2,19:35:00,19:35:00,0
CBUS_202305219,T2,3,19:40:00,19:40:00,0
CBUS_202305220,T3,1,19:31:00,19:31:00,0
CBUS_202305220,T1,2,19:39:00,19:39:00,0
CBUS_202305220,T2,3,19:44:00,19:44:00,0
CBUS_202305221,T3,1,19:35:00,19:35:00,0
CBUS_202305221,T1,2,19:43:00,19:43:00,0
CBUS_202305221,T2,3,19:48:00,19:48:00,0
CBUS_202305222,T3,1,19:39:00,19:39:00,0
CBUS_202305222,T1,2,19:47:00,19:47:00,0
CBUS_202305222,T2,3,19:52:00,19:52:00,0
CBUS_202305223,T3,1,19:43:00,19:43:00,0
CBUS_202305223,T1,2,19:51:00,19:51:00,0
CBUS_202305223,T2,3,19:56:00,19:56:00,0
CBUS_202305224,T3,1,19:47:00,19:47:00,0
CBUS_202305224,T1,2,19:55:00,19:55:00,0
CBUS_202305224,T2,3,20:00:00,20:00:00,0
CBUS_202305225,T3,1,19:51:00,19:51:00,0
CBUS_202305225,T1,2,19:59:00,19:59:00,0
CBUS_202305225,T2,3,20:04:00,20:04:00,0
CBUS_202305226,T3,1,19:55:00,19:55:00,0
CBUS_202305226,T1,2,20:03:00,20:03:00,0
CBUS_202305226,T2,3,20:08:00,20:08:00,0
CBUS_202305227,T3,1,19:59:00,19:59:00,0
CBUS_202305227,T1,2,20:07:00,20:07:00,0
CBUS_202305227,T2,3,20:12:00,20:12:00,0
CBUS_202305228,T3,1,20:07:00,20:07:00,0
CBUS_202305228,T1,2,20:15:00,20:15:00,0
CBUS_202305228,T2,3,20:20:00,20:20:00,0
CBUS_202305229,T3,1,20:15:00,20:15:00,0
CBUS_202305229,T1,2,20:23:00,20:23:00,0
CBUS_202305229,T2,3,20:28:00,20:28:00,0
CBUS_202305230,T3,1,20:23:00,20:23:00,0
CBUS_202305230,T1,2,20:31:00,20:31:00,0
CBUS_202305230,T2,3,20:36:00,20:36:00,0
CBUS_202305231,T3,1,20:31:00,20:31:00,0
CBUS_202305231,T1,2,20:39:00,20:39:00,0
CBUS_202305231,T2,3,20:44:00,20:44:00,0
CBUS_202305232,T3,1,20:39:00,20:39:00,0
CBUS_202305232,T1,2,20:47:00,20:47:00,0
CBUS_202305232,T2,3,20:52:00,20:52:00,0
CBUS_202305233,T3,1,20:47:00,20:47:00,0
CBUS_202305233,T1,2,20:55:00,20:55:00,0
CBUS_202305233,T2,3,21:00:00,21:00:00,0
CBUS_202305234,T3,1,20:55:00,20:55:00,0
CBUS_202305234,T1,2,21:03:00,21:03:00,0
CBUS_202305234,T2,3,21:08:00,21:08:00,0
CBUS_202305235,T3,1,21:03:00,21:03:00,0
CBUS_202305235,T1,2,21:11:00,21:11:00,0
CBUS_202305235,T2,3,21:16:00,21:16:00,0
CBUS_202305236,T3,1,21:11:00,21:11:00,0
CBUS_202305236,T1,2,21:19:00,21:19:00,0
CBUS_202305236,T2,3,21:24:00,21:24:00,0
CBUS_202305237,T3,1,21:19:00,21:19:00,0
CBUS_202305237,T1,2,21:27:00,21:27:00,0
CBUS_202305237,T2,3,21:32:00,21:32:00,0
CBUS_202305238,T3,1,21:27:00,21:27:00,0
CBUS_202305238,T1,2,21:35:00,21:35:00,0
CBUS_202305238,T2,3,21:40:00,21:40:00,0
CBUS_202305239,T3,1,21:35:00,21:35:00,0
CBUS_202305239,T1,2,21:43:00,21:43:00,0
CBUS_202305239,T2,3,21:48:00,21:48:00,0
CBUS_202305240,T3,1,21:43:00,21:43:00,0
CBUS_202305240,T1,2,21:51:00,21:51:00,0
CBUS_202305240,T2,3,21:56:00,21:56:00,0
CBUS_202305241,T3,1,21:51:00,21:51:00,0
CBUS_202305241,T1,2,21:59:00,21:59:00,0
CBUS_202305241,T2,3,22:04:00,22:04:00,0
CBUS_202305242,T3,1,21:59:00,21:59:00,0
CBUS_202305242,T1,2,22:07:00,22:07:00,0
CBUS_202305242,T2,3,22:12:00,22:12:00,0
CBUS_202305243,T3,1,22:07:00,22:07:00,0
CBUS_202305243,T1,2,22:15:00,22:15:00,0
CBUS_202305243,T2,3,22:20:00,22:20:00,0
CBUS_202305244,T3,1,22:15:00,22:15:00,0
CBUS_202305244,T1,2,22:23:00,22:23:00,0
CBUS_202305244,T2,3,22:28:00,22:28:00,0
CBUS_202305245,T3,1,22:23:00,22:23:00,0
CBUS_202305245,T1,2,22:31:00,22:31:00,0
CBUS_202305245,T2,3,22:36:00,22:36:00,0
CBUS_202305246,T3,1,22:31:00,22:31:00,0
CBUS_202305246,T1,2,22:39:00,22:39:00,0
CBUS_202305246,T2,3,22:44:00,22:44:00,0
CBUS_202305247,T3,1,22:39:00,22:39:00,0
CBUS_202305247,T1,2,22:47:00,22:47:00,0
CBUS_202305247,T2,3,22:52:00,22:52:00,0
CBUS_202305248,T3,1,22:47:00,22:47:00,0
CBUS_202305248,T1,2,22:55:00,22:55:00,0
CBUS_202305248,T2,3,23:00:00,23:00:00,0
CBUS_202305249,T3,1,22:55:00,22:55:00,0
CBUS_202305249,T1,2,23:03:00,23:03:00,0
CBUS_202305249,T2,3,23:08:00,23:08:00,0
CBUS_202305250,T3,1,23:03:00,23:03:00,0
CBUS_202305250,T1,2,23:11:00,23:11:00,0
CBUS_202305250,T2,3,23:16:00,23:16:00,0
CBUS_202305251,T3,1,23:11:00,23:11:00,0
CBUS_202305251,T1,2,23:19:00,23:19:00,0
CBUS_202305251,T2,3,23:24:00,23:24:00,0
CBUS_202305252,T3,1,23:19:00,23:19:00,0
CBUS_202305252,T1,2,23:27:00,23:27:00,0
CBUS_202305252,T2,3,23:32:00,23:32:00,0
CBUS_202305253,T3,1,23:27:00,23:27:00,0
CBUS_202305253,T1,2,23:35:00,23:35:00,0
CBUS_202305253,T2,3,23:40:00,23:40:00,0
CBUS_202305254,T3,1,23:35:00,23:35:00,0
CBUS_202305254,T1,2,23:43:00,23:43:00,0
CBUS_202305254,T2,3,23:48:00,23:48:00,0
CBUS_202305255,T3,1,23:43:00,23:43:00,0
CBUS_202305255,T1,2,23:51:00,23:51:00,0
CBUS_202305255,T2,3,23:56:00,23:56:00,0
CBUS_202305256,T3,1,23:51:00,23:51:00,0
CBUS_202305256,T1,2,23:59:00,23:59:00,0
CBUS_202305256,T2,3,00:04:00,00:04:00,0
CBUS_202305257,T3,1,23:59:00,23:59:00,0
CBUS_202305257,T1,2,00:07:00,00:07:00,0
CBUS_202305257,T2,3,00:12:00,00:12:00,0
CBUS_202305258,T3,1,00:07:00,00:07:00,0
CBUS_202305258,T1,2,00:15:00,00:15:00,0
CBUS_202305258,T2,3,00:20:00,00:20:00,0
CBUS_202305259,T3,1,00:15:00,00:15:00,0
CBUS_202305259,T1,2,00:23:00,00:23:00,0
CBUS_202305259,T2,3,00:28:00,00:28:00,0
